"error_name","SurveyorID","Submission.Id","Quad.Sub.Quad","Tag","StemTag","Species","QX","QY","DBH","Status.census.2","HOM","Status.2021","Dead.with.resprout","Crown.position","Percentage.of.crown.intact","Percentage.of.crown.living","Lean.angle.if.greater.than.15.degrees","Lianas","FAD","Wounded.main.stem","Canker..swelling..deformity","Rotting.trunk","Notes.2021"
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21032","21032","tsugca","4.07659","7.72997",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing_crown_position","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21035","21035","tsugca","7.8628","7.32688",33.4,"A",1.3,"A","False",NA,98,93,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21036","21036","tsugca","7.90249","6.74973",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21040","21040","tsugca","3.87604","3.04352",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-11","21040","21041","tsugca","3.62579","3.01261",NA,"D",1.2,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-12","21044","21044","tsugca","1.54663","2.9394",NA,"D",1.3,"DS","False","1",5,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-12","21047","21047","tsugca","9.80178","9.5646",NA,"D",1.3,"DS","False","1",60,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-12","21050","21050","tsugca","6.59507","6.183",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-12","21052","21052","tsugca","4.09575","1.8304",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-21","21061","21061","tsugca","1.7785","2.89468",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-21","21063","21063","pinust","6.1623","5.5525",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","LM","a7c5db7e-7b53-4c6a-a7d2-d8d41f7cdf2d","0213-22","21059","21059","tsugca","2.8458","1.3622",NA,"D",1.3,"DC","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-11","30010","30010","poputr","9.63728","3.60866",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-11","30017","30017","tsugca","4.81581","3.69498",NA,"D",1.42,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-12","30024","30024","betupa","5.0164","9.3313",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-12","30028","30028","acerru","4.51969","5.9722",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30069","30069","queral","9.3543","9.22257",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"missing_crown_position","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30084","30084","tsugca","1.9591","1.01553",NA,"D",1.3,"DS","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing_percent_crown_intact","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30084","30084","tsugca","1.9591","1.01553",NA,"D",1.3,"DS","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing_percent_crown_living","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30084","30084","tsugca","1.9591","1.01553",NA,"D",1.3,"DS","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30084","30084","tsugca","1.9591","1.01553",NA,"D",1.3,"DS","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"missing_crown_position","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30085","30086","acerru","4.3524","4.99547",NA,"D",1.3,"DS","False",NA,0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30085","30086","acerru","4.3524","4.99547",NA,"D",1.3,"DS","False",NA,0,0,NA,"0",NA,NA,NA,NA,NA
"missing_crown_position","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-21","30087","30087","tsugca","2.3081","7.58295",11.9,"A",1.3,"AU","False",NA,99,97,NA,"0","I",NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","1dccc34c-15fe-4f5b-810f-6ab96d356a95","0301-22","30056","30056","fagugr","8.0054","9.8603",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-11","30091","30091","castde","0.53062","0.9386",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-11","30092","30092","tsugca","0.38199","8.68936",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-12","30112","30112","castde","5.84701","0.2719",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-21","30155","30155","fagugr","2.8618","4.68353",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-21","30181","30181","fagugr","9.5379","1.21714",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","b34956cb-3f00-4229-92cb-f0b0b8ece0f8","0302-22","30120","30120","acerru","2.7425","7.7128",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-12","30250","30250","fraxam","3.27058","4.8126",NA,"D",1.3,"DS","False","1",0,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-12","30255","30255","piceru","2.63967","7.7001",NA,"D",1.3,"DS","False","1",75,0,NA,"0",NA,NA,NA,NA,"Wrong species; tsugca"
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-12","30265","30265","fraxam","7.83683","7.4835",NA,"D",1.7,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-12","30267","30267","acerru","9.51508","5.2939",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-21","30376","30376","acerru","5.0081","9.87286",NA,"D",1.3,"DS","False","1",0,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","6d6e2282-2af4-4dd5-9b33-e92640c9f471","0303-22","30317","30318","fraxam","5.7159","5.6344",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","0579c5c1-963e-421c-bb81-803fb6ee326d","0304-12","30495","30495","tsugca","2.24223","9.5709",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","0579c5c1-963e-421c-bb81-803fb6ee326d","0304-12","30512","30512","tsugca","7.18793","1.1939",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","NM","0579c5c1-963e-421c-bb81-803fb6ee326d","0304-21","30642","30642","fraxam","7.6772","2.65527",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-11","40013","40013","tsugca","7.55835","6.48635",NA,"D",1.3,"DC","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"missing_percent_crown_intact","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-11","40017","40017","acerru","5.52565","0.48903",NA,"D",2,"DS","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"missing_percent_crown_living","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-11","40017","40017","acerru","5.52565","0.48903",NA,"D",2,"DS","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-11","40017","40017","acerru","5.52565","0.48903",NA,"D",2,"DS","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-12","40028","40028","pinust","4.28339","5.4316",NA,"D",1.3,"DC","False","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-21","40083","40083","pinure","6.8077","7.9783",NA,"D",1.3,"DS","False","1",5,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-22","40049","40049","pinust","3.0046","7.2327",NA,"D",1.3,"DC","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d5bc9cc7-02f4-4f3c-a86b-2cf56dcc2cc1","0401-22","40071","40071","tsugca","3.6108","0.5238",NA,"D",1.3,"DC","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-11","40099","40099","betual","1.31769","9.22019",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-12","40161","40161","betual","3.37695","3.149",NA,"D",1.35,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-21","40193","40193","pinure","9.1941","1.78191",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-21","40198","40198","pinure","3.2323","1.92713",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-22","40165","40165","querru","1.2338","9.5491",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3419ab53-e653-4dc0-b126-f7db56e4bc32","0402-22","40177","40177","tsugca","0.8446","0.3791",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-11","40208","40208","fagugr","0.48566","9.33504",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,"Beech bark disease"
"status_AU_DS_or_DC_but_no_FAD","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-12","40258","40258","tsugca","4.38253","5.8317",NA,"D",1.3,"DC","False","1",60,0,NA,"0",NA,NA,NA,NA,NA
"missing_crown_position","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-12","40262","40262","tsugca","4.79385","9.0947",24,"A",1.3,"A","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree is 2.4 cm dbh not 24."
"missing_percent_crown_intact","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-12","40262","40262","tsugca","4.79385","9.0947",24,"A",1.3,"A","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree is 2.4 cm dbh not 24."
"missing_percent_crown_living","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-12","40262","40262","tsugca","4.79385","9.0947",24,"A",1.3,"A","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree is 2.4 cm dbh not 24."
"status_AU_DS_or_DC_but_no_FAD","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-12","40266","40266","betual","6.51353","9.5027",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-22","40289","40289","tsugca","3.1508","8.5782",NA,"D",1.3,"DS","False","1",1,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","6a52a76f-f3e3-40b1-8baf-dd5e9756f645","0403-22","40290","40291","tsugca","5.1536","7.0578",29.5,"A",1.3,"AU","False","1",87,74,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","b12e9b88-0078-4796-8187-784f9adf3165","0404-11","40310","40310","tsugca","4.71884","4.58041",NA,"D",1.35,"DC","False","1",30,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","b12e9b88-0078-4796-8187-784f9adf3165","0404-21","40475","40475","acerru","7.593","3.52399",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","b12e9b88-0078-4796-8187-784f9adf3165","0404-22","40427","40427","tsugca","9.6674","2.1764",NA,"D",1.3,"DC","False","1",10,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","d6703c14-a8ef-4c52-b3b3-21ac56717d43","0405-11","40491","40491","tsugca","3.64114","7.76596",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-11","40616","40616","tsugca","1.00986","1.53128",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-11","40618","40618","tsugca","6.958","8.74506",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-11","40619","40619","tsugca","6.80587","6.57219",NA,"D",1.3,"DS","False","1",2,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-12","40635","40635","tsugca","1.87064","2.5358",NA,"D",1.3,"DS","False","1",70,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-12","40639","40639","tsugca","3.25328","5.9992",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-12","40647","40649","acerru","9.24302","1.4058",NA,"D",1.3,"DC","False","1",NA,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-12","40650","40650","tsugca","4.44848","1.4638",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-21","40673","40673","tsugca","0.5023","2.84507",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-21","40674","40674","tsugca","4.012","5.71794",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-21","40686","40686","tsugca","8.122","3.81906",NA,"D",1.3,"DS","False","1",75,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-21","40688","40688","tsugca","6.5099","1.87666",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-22","40660","40660","tsugca","8.2204","9.7751",NA,"D",1.3,"DS","False","1",15,0,NA,"0",NA,NA,NA,NA,NA
"missing_crown_position","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-22","40667","40667","betule","8.3219","2.3965",NA,"D",1.3,"DS","False",NA,0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-22","40667","40667","betule","8.3219","2.3965",NA,"D",1.3,"DS","False",NA,0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-22","40669","40669","tsugca","4.4699","0.415",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","c101d58d-bcf0-4509-979e-53147da02417","0406-22","40671","40671","querru","4.7111","3.8101",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40693","40693","tsugca","0.49597","3.48558",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40694","40694","tsugca","2.15968","2.8367",NA,"D",1.3,"DS","False","1",0,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40695","40696","tsugca","2.40542","3.68206",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40697","40697","tsugca","3.36006","7.81324",NA,"D",1.3,"DC","False","1",15,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40702","40702","tsugca","9.12729","2.49241",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-11","40702","40703","tsugca","9.3082","2.44207",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-12","40713","40713","tsugca","7.79698","2.379",NA,"D",1.3,"DS","False","1",15,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-12","40715","40715","fagugr","3.60019","2.0747",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-21","40733","40733","fagugr","4.4196","5.2061",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-21","40734","40734","betupa","4.6537","5.22891",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-21","40741","40741","tsugca","9.6238","9.87968",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","4c711deb-8ad3-4cac-843f-1543e7069eef","0407-21","40745","40745","tsugca","7.6671","0.11335",NA,"D",1.3,"DS","False","1",87,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-12","40763","40763","tsugca","2.13042","8.7555",NA,"D",1.3,"DS","False","1",72,0,NA,"0",NA,NA,NA,NA,NA
"missing_percent_crown_living","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-12","40764","40764","tsugca","3.32649","8.12",36.9,"A",1.3,"A","False","3",100,NA,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-12","40771","40771","tsugca","5.97947","6.549",NA,"D",1.3,"DS","False","3",50,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-12","40772","40772","tsugca","7.47039","0.386",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-12","40772","40773","tsugca","7.48753","0.6514",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-21","40788","40788","tsugca","5.0209","4.5655",NA,"D",1.55,"DS","False","3",46,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-22","40779","40779","tsugca","8.0405","9.3328",NA,"D",1.3,"DS","False","1",43,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","DJ","3f3d3310-27eb-4b8c-a63f-d53768840fe0","0408-22","40784","40784","tsugca","8.4911","2.8729",NA,"D",1.3,"DC","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-11","50013","50013","pinure","5.01038","6.0588",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-11","50025","50025","pinure","9.77283","3.14795",NA,"D",1.3,"DS","False","2",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-11","50028","50028","pinure","6.73171","2.56566",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,"Looks like top snapped and attempted to make new leader"
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-12","50045","50045","piceab","2.99323","6.5866",NA,"D",1.3,"DS","False","3",20,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-12","50047","50047","pinure","7.02744","7.5652",NA,"D",1.3,"DS","False","3",30,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-12","50056","50056","pinure","8.41142","4.1409",NA,"D",1.3,"DS","False","1",0,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-12","50072","50072","pinure","5.9654","0.4573",NA,"D",1.3,"DS","False","2",0,0,NA,NA,NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-21","50106","50106","pinure","4.5089","5.0844",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-21","50115","50115","pinure","6.7719","7.12592",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-21","50119","50119","pinure","8.4605","4.22845",NA,"D",1.3,"DS","False","1",0,0,NA,"0",NA,NA,NA,NA,NA
"status_AU_DS_or_DC_but_no_FAD","RB","fee82df3-b34d-4642-ba43-dc5a285cddb2","0501-21","50124","50124","pinure","4.998","1.70828",NA,"D",1.3,"DS","False","3",0,0,NA,NA,NA,NA,NA,NA,NA
